DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
10601,6/3/19 12:08,63rd Street,15,121,42.6,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10600,6/3/19 12:08,South Shore,1006,16,126.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10582,6/3/19 12:10,North Avenue,69,8,23.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10646,6/3/19 12:12,Howard,90,169,123.3,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10599,6/3/19 12:08,Rainbow,150,245,191.7,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10603,6/3/19 12:09,Ohio Street,32,3,9.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10605,6/3/19 12:07,Calumet,142,81,107.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10625,6/3/19 12:11,Osterman,3,7,4.6,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10584,6/3/19 12:10,Foster,12,8,9.8,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10604,6/3/19 12:10,Oak Street,12,4,6.9,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10581,6/3/19 12:09,12th Street,246,125,175.4,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10580,6/3/19 12:09,Oakwood,13,4,7.2,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10645,6/3/19 12:12,Marion Mahony Griffin (Jarvis),77,6,21.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10627,6/3/19 12:11,Leone,81,218,132.9,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10626,6/3/19 12:11,Hartigan (Albion),34,17,24,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10602,6/3/19 12:09,Margaret T Burroughs (31st),32,12,19.6,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10579,6/3/19 12:08,57th Street,10,3,5.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10628,6/3/19 12:12,Rogers,4,8,5.7,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10583,6/3/19 12:10,Montrose,10,39,19.7,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10723,6/6/19 12:27,Ohio Street,695,230,399.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10729,6/6/19 12:30,Rogers,28,44,35.1,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10720,6/6/19 12:25,Oakwood,13,22,16.9,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10727,6/6/19 12:29,Hartigan (Albion),11,26,16.9,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10718,6/6/19 12:24,South Shore,936,134,354.2,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10724,6/6/19 12:27,Oak Street,67,11,27.1,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10681,6/6/19 12:29,Marion Mahony Griffin (Jarvis),3,20,7.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10676,6/6/19 12:24,Rainbow,94,112,102.6,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10725,6/6/19 12:28,Foster,4,3,3.5,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10717,6/6/19 12:23,Calumet,391,128,223.7,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10721,6/6/19 12:26,Margaret T Burroughs (31st),14,128,42.3,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10722,6/6/19 12:26,12th Street,115,8,30.3,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10719,6/6/19 12:25,63rd Street,156,187,170.8,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10726,6/6/19 12:28,Osterman,31,9,16.7,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10679,6/6/19 12:28,Montrose,118,61,84.8,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10728,6/6/19 12:30,Howard,45,12,23.2,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10677,6/6/19 12:25,57th Street,3,4,3.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10678,6/6/19 12:27,North Avenue,121,58,83.8,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10788,6/7/19 12:34,Osterman,33,109,60,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10786,6/7/19 12:32,Margaret T Burroughs (31st),133,174,152.1,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10789,6/7/19 12:34,Hartigan (Albion),76,94,84.5,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10787,6/7/19 12:32,12th Street,59,75,66.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10746,6/7/19 12:30,Rainbow,7,18,11.2,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10745,6/7/19 12:29,Calumet,60,142,92.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10769,6/7/19 12:33,Foster,152,55,91.4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10790,6/7/19 12:34,Leone,56,55,55.5,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10768,6/7/19 12:33,Montrose,37,293,104.1,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10765,6/7/19 12:31,57th Street,17,111,43.4,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10750,6/7/19 12:35,Marion Mahony Griffin (Jarvis),517,179,304.2,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10749,6/7/19 12:32,Ohio Street,861,599,718.1,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10767,6/7/19 12:33,North Avenue,172,135,152.4,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10791,6/7/19 12:35,Rogers,29,225,80.8,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10748,6/7/19 12:31,63rd Street,109,120,114.4,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10766,6/7/19 12:32,Oak Street,6,125,27.4,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10785,6/7/19 12:31,Oakwood,2,6,3.5,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10747,6/7/19 12:31,South Shore,127,118,122.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10751,6/7/19 12:35,Howard,113,62,83.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10770,6/8/19 11:46,Calumet,378,1693,800,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10783,6/8/19 11:54,Osterman,46,16,27.1,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10808,6/8/19 11:56,Rogers,180,157,168.1,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10780,6/8/19 11:51,North Avenue,135,300,201.2,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10771,6/8/19 11:46,Rainbow,338,65,148.2,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10775,6/8/19 11:48,Oakwood,98,92,95,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10806,6/8/19 11:56,Marion Mahony Griffin (Jarvis),901,244,468.9,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10807,6/8/19 11:56,Howard,94,36,58.2,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10777,6/8/19 11:49,12th Street,11,5,7.4,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10779,6/8/19 11:50,Oak Street,40,78,55.9,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10772,6/8/19 11:47,South Shore,1065,277,543.1,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10774,6/8/19 11:47,57th Street,66,90,77.1,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10784,6/8/19 11:54,Hartigan (Albion),63,65,64,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10782,6/8/19 11:52,Foster,115,74,92.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10773,6/8/19 11:47,63rd Street,569,55,176.9,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10781,6/8/19 11:51,Montrose,26,112,54,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10776,6/8/19 11:48,Margaret T Burroughs (31st),56,58,57,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10805,6/8/19 11:55,Leone,765,864,813,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10778,6/8/19 11:49,Ohio Street,13800,11230,12448.9,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10682,6/9/19 11:42,Rainbow,332,407,367.6,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10819,6/9/19 11:48,Rogers,209,145,174.1,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10826,6/9/19 11:46,Foster,85,30,50.5,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10683,6/9/19 11:43,South Shore,303,285,293.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10811,6/9/19 11:44,Oakwood,71,110,88.4,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10813,6/9/19 11:44,12th Street,4,12,6.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10829,6/9/19 11:47,Leone,219,149,180.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10828,6/9/19 11:47,Hartigan (Albion),137,340,215.8,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10817,6/9/19 11:47,Marion Mahony Griffin (Jarvis),399,185,271.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10814,6/9/19 11:45,Ohio Street,1522,1092,1289.2,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10816,6/9/19 11:46,Montrose,109,87,97.4,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10812,6/9/19 11:44,Margaret T Burroughs (31st),139,190,162.5,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10818,6/9/19 11:47,Howard,68,54,60.6,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10815,6/9/19 11:45,North Avenue,367,309,336.8,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10809,6/9/19 11:41,Calumet,597,652,623.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10810,6/9/19 11:43,57th Street,45,25,33.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10684,6/9/19 11:43,63rd Street,245,32,88.5,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10825,6/9/19 11:45,Oak Street,18,57,32,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10849,6/10/19 12:08,Oak Street,270,1110,547.4,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10757,6/10/19 12:10,Marion Mahony Griffin (Jarvis),22,51,33.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10756,6/10/19 12:10,Osterman,73,70,71.5,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10847,6/10/19 12:07,Margaret T Burroughs (31st),40,593,154,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10846,6/10/19 12:05,Rainbow,137,42,75.9,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10852,6/10/19 12:10,Hartigan (Albion),81,52,64.9,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10853,6/10/19 12:13,Leone,27,145,62.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10752,6/10/19 12:05,63rd Street,8,89,26.7,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10758,6/10/19 12:11,Howard,107,157,129.6,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10848,6/10/19 12:07,Ohio Street,636,133,290.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10792,6/10/19 12:05,South Shore,76,180,117,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10755,6/10/19 12:09,North Avenue,45,31,37.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10850,6/10/19 12:09,Montrose,147,163,154.8,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10845,6/10/19 12:04,Calumet,148,40,76.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10759,6/10/19 12:11,Rogers,97,77,86.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10753,6/10/19 12:06,Oakwood,8,15,11,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10754,6/10/19 12:07,12th Street,9,3,5.2,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10851,6/10/19 12:09,Foster,42,58,49.4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10793,6/10/19 12:06,57th Street,3,123,19.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10798,6/11/19 12:26,Hartigan (Albion),6,8,6.9,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10830,6/11/19 12:22,Oakwood,2,2,2,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10760,6/11/19 12:20,Calumet,17,227,62.1,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10795,6/11/19 12:21,South Shore,7,3,4.6,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10834,6/11/19 12:25,Foster,1,8,2.8,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10835,6/11/19 12:25,Osterman,21,37,27.9,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10794,6/11/19 12:21,Rainbow,11,141,39.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10855,6/11/19 12:23,Ohio Street,198,109,146.9,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10833,6/11/19 12:24,North Avenue,4,19,8.7,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10831,6/11/19 12:23,Margaret T Burroughs (31st),35,56,44.3,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10797,6/11/19 12:22,57th Street,187,13,49.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10854,6/11/19 12:23,12th Street,37,3,10.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10856,6/11/19 12:25,Montrose,10,12,11,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10761,6/11/19 12:26,Marion Mahony Griffin (Jarvis),6,2,3.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10857,6/11/19 12:27,Rogers,17,17,17,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10832,6/11/19 12:24,Oak Street,5,6,5.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10796,6/11/19 12:22,63rd Street,36,8,17,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10836,6/11/19 12:26,Leone,3,2,2.4,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10837,6/11/19 12:27,Howard,4,19,8.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10877,6/12/19 12:34,Hartigan (Albion),48,7,18.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10866,6/12/19 12:29,57th Street,81,134,104.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10865,6/12/19 12:29,63rd Street,29,204,76.9,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10875,6/12/19 12:33,Foster,4,4,4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10879,6/12/19 12:35,Marion Mahony Griffin (Jarvis),5,53,16.3,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10868,6/12/19 12:30,Margaret T Burroughs (31st),6,8,6.9,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10872,6/12/19 12:32,Humboldt,9,5,6.7,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10878,6/12/19 12:34,Leone,36,4,12,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10873,6/12/19 12:33,North Avenue,68,5,18.4,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10874,6/12/19 12:33,Montrose,31,26,28.4,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10881,6/12/19 12:36,Rogers,20,5,10,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10867,6/12/19 12:30,Oakwood,1,12,3.5,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10762,6/12/19 12:27,Calumet,177,32,75.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10876,6/12/19 12:34,Osterman,17,6,10.1,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10764,6/12/19 12:28,South Shore,10,92,30.3,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10870,6/12/19 12:31,Ohio Street,6,15,9.5,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10871,6/12/19 12:32,Oak Street,11,18,14.1,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10869,6/12/19 12:31,12th Street,239,143,184.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10763,6/12/19 12:28,Rainbow,3,28,9.2,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10880,6/12/19 12:35,Howard,2,13,5.1,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10888,6/13/19 11:42,Oakwood,5,5,5,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10906,6/13/19 11:41,63rd Street,3262,1800,2423.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10909,6/13/19 11:44,Ohio Street,153,79,109.9,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10891,6/13/19 11:45,Hartigan (Albion),1249,123,392,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10911,6/13/19 11:46,Leone,232,497,339.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10907,6/13/19 11:42,Margaret T Burroughs (31st),1277,1618,1437.4,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10887,6/13/19 11:42,57th Street,401,249,316,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10892,6/13/19 11:46,Rogers,318,170,232.5,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10912,6/13/19 11:47,Marion Mahony Griffin (Jarvis),280,198,235.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10908,6/13/19 11:43,12th Street,134,119,126.3,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10885,6/13/19 11:39,Calumet,1302,479,789.7,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10905,6/13/19 11:41,South Shore,794,503,632,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10910,6/13/19 11:44,Oak Street,39,40,39.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10889,6/13/19 11:44,Humboldt,1,4,2,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10890,6/13/19 11:45,North Avenue,65,70,67.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10886,6/13/19 11:40,Rainbow,180,125,150,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10955,6/14/19 12:43,Osterman,39,6,15.3,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10928,6/14/19 12:45,Marion Mahony Griffin (Jarvis),181,11,44.6,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10952,6/14/19 12:42,North Avenue,31,33,32,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10926,6/14/19 12:44,Hartigan (Albion),69,42,53.8,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10945,6/14/19 12:40,63rd Street,18,54,31.2,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10894,6/14/19 12:39,Rainbow,140,129,134.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10946,6/14/19 12:40,57th Street,4,17,8.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10929,6/14/19 12:45,Howard,99,10,31.5,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10927,6/14/19 12:44,Leone,88,64,75,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10954,6/14/19 12:43,Foster,6,29,13.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10950,6/14/19 12:42,Ohio Street,22,57,35.4,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10930,6/14/19 12:45,Rogers,67,32,46.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10948,6/14/19 12:41,Margaret T Burroughs (31st),144,164,153.7,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10925,6/14/19 12:40,South Shore,47,56,51.3,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10953,6/14/19 12:43,Montrose,117,144,129.8,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10951,6/14/19 12:42,Oak Street,22,10,14.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10893,6/14/19 12:39,Calumet,533,504,518.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10949,6/14/19 12:41,12th Street,28,23,25.4,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10947,6/14/19 12:41,Oakwood,5,2,3.2,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10899,6/15/19 11:22,Osterman,59,19,33.5,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10895,6/15/19 11:19,57th Street,192,47,95,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10938,6/15/19 11:20,Ohio Street,543,69,193.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10939,6/15/19 11:21,Oak Street,79,121,97.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10898,6/15/19 11:22,Foster,8,51,20.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10937,6/15/19 11:20,12th Street,9,34,17.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10932,6/15/19 11:18,Rainbow,64,36,48,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10897,6/15/19 11:21,North Avenue,28,61,41.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10934,6/15/19 11:19,63rd Street,53,259,117.2,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10943,6/15/19 11:23,Marion Mahony Griffin (Jarvis),2,7,3.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10942,6/15/19 11:23,Leone,105,30,56.1,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10936,6/15/19 11:20,Margaret T Burroughs (31st),315,13,64,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10944,6/15/19 11:24,Rogers,7,43,17.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10900,6/15/19 11:24,Howard,129,53,82.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10931,6/15/19 11:18,Calumet,24,118,53.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10933,6/15/19 11:18,South Shore,221,38,91.6,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10935,6/15/19 11:19,Oakwood,4,16,8,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10940,6/15/19 11:21,Montrose,15,67,31.7,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10896,6/15/19 11:21,Humboldt,2,5,3.2,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10941,6/15/19 11:22,Hartigan (Albion),76,41,55.8,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10966,6/16/19 11:20,Rainbow,74,12,29.8,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10970,6/16/19 11:26,Foster,22,2,6.6,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10958,6/16/19 11:22,Oakwood,2,17,5.8,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10985,6/16/19 11:28,Howard,14,2,5.3,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10969,6/16/19 11:26,North Avenue,12,6,8.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10973,6/16/19 11:28,Leone,8,2,4,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10961,6/16/19 11:24,Ohio Street,432,543,484.3,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10965,6/16/19 11:20,Calumet,393,372,382.4,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10972,6/16/19 11:27,Hartigan (Albion),22,2,6.6,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10967,6/16/19 11:21,63rd Street,3035,212,802.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10957,6/16/19 11:22,57th Street,380,79,173.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10964,6/16/19 11:28,Marion Mahony Griffin (Jarvis),27,18,22,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10956,6/16/19 11:21,South Shore,245,201,221.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10968,6/16/19 11:25,Oak Street,2,2,2,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10963,6/16/19 11:26,Montrose,5,25,11.2,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10962,6/16/19 11:25,Humboldt,2,2,2,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10971,6/16/19 11:27,Osterman,14,51,26.7,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10960,6/16/19 11:24,12th Street,2,4,2.8,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
11006,6/17/19 12:23,Hartigan (Albion),17,32,23.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10995,6/17/19 12:22,Foster,4,4,4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
